Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
2374       | -76.14          | 25.87          
2375       | -98.20          | 4.84           
2376       | -105.22         | 16.77          
2377       | -108.48         | -6.65          
2378       | -90.77          | 15.54          
2379       | -114.89         | 16.41          
2380       | -106.33         | 6.36           
2381       | -103.35         | 9.24           
2382       | -87.35          | 16.74          
2383       | -103.30         | -4.23          
2384       | -114.02         | 2.53           
2385       | -81.81          | 25.41          
2386       | -107.18         | 7.53           
2387       | -99.61          | 19.78          
2388       | -112.39         | -6.87          
2389       | -112.79         | 0.78           
2390       | -109.63         | -19.95         
2391       | -75.56          | 25.19          
2392       | -86.87          | 17.55          
2393       | -93.64          | 13.36          
2394       | -88.12          | 7.42           
2395       | -119.11         | 0.61           
2396       | -101.29         | 10.71          
2397       | -109.68         | 5.53           
2398       | -116.33         | 7.23           
2399       | -94.28          | -3.10          
2400       | -121.91         | 11.41          
2401       | -98.05          | -8.03          
2402       | -106.59         | 4.36           
2403       | -74.75          | 23.75          
2404       | -95.87          | 5.98           
2405       | -112.95         | 9.91           
2406       | -107.10         | -14.86         
2407       | -81.83          | 22.66          
2408       | -99.50          | 12.71          
2409       | -108.14         | -13.28         
2410       | -105.14         | 6.02           
2411       | -98.27          | 3.47           
2412       | -75.79          | 24.89          
2413       | -106.34         | -0.18          
2414       | -84.64          | 26.27          
2415       | -71.85          | 26.54          
2416       | -99.20          | 9.59           
2417       | -97.17          | 15.43          
2418       | -107.66         | 10.11          
2419       | -110.34         | -2.15          
2420       | -107.86         | -8.06          
2421       | -97.30          | -4.60          
2422       | -88.66          | 4.75           
2423       | -105.06         | -0.43          
2424       | -108.40         | 8.24           
2425       | -92.26          | -5.57          
2426       | -85.21          | 19.90          
2427       | -117.84         | -0.08          
2428       | -104.84         | 11.48          
2429       | -112.38         | -12.30         
2430       | -114.89         | 6.33           
2431       | -125.10         | 2.69           
2432       | -99.00          | 3.24           
2433       | -122.67         | -2.64          
2434       | -101.64         | -8.67          
2435       | -98.98          | 13.01          
2436       | -118.69         | 5.91           
2437       | -99.09          | 4.29           
2438       | -91.45          | 15.56          
2439       | -106.06         | 4.04           
2440       | -104.06         | 10.18          
2441       | -138.84         | 12.46          
2442       | -126.52         | 0.67           
2443       | -76.10          | 20.56          
2444       | -105.30         | 10.84          
2445       | -100.89         | 9.58           
2446       | -106.34         | 4.89           
2447       | -94.25          | 7.23           
2448       | -103.83         | 4.18           
2449       | -95.60          | 9.16           
2450       | -122.56         | -1.69          
2451       | -99.96          | 1.71           
2452       | -117.15         | 0.98           
2453       | -96.21          | 11.82          
2454       | -103.46         | 6.60           
2455       | -122.26         | -1.59          
2456       | -101.66         | 9.44           
2457       | -98.15          | 4.68           
2458       | -102.90         | 7.64           
2459       | -117.79         | 0.35           
2460       | -125.06         | -0.59          
2461       | -91.38          | 17.51          
2462       | -100.57         | 6.11           
